热风,热风,Hotwind热风于1996年始创于时尚之都—上海，至今已发展成为国内知名的集设计、精选和销售于一体，商品涵盖鞋品、服装、包、配饰及部分时尚生活用品的精选时尚零售连锁品牌。
Hotwind,热风,Hotwind热风于1996年始创于时尚之都—上海，至今已发展成为国内知名的集设计、精选和销售于一体，商品涵盖鞋品、服装、包、配饰及部分时尚生活用品的精选时尚零售连锁品牌。
BANANA BABY,BANANA BABY,Bananababy是韩国Bananababy旆的服饰品牌，该品牌女装以轻松，时尚，典雅，浪漫，性感为主创作手法，面料主要源于韩国，香港，台湾等国家地区。BananaBaby品牌精致，优雅，独具匠心的设计紧贴国际时装潮流，以充满惊喜的色彩组合，针对东方女性的体形特点，成就其向往柔美而不娇媚，成熟贵气而不失时尚动感的个性魅力。
马克华菲,马克华菲,马克华菲（MarkFairwhale）是国际设计大师MarkCheung为世界都市新贵度身定制的中国原创设计时尚品牌，自2001年诞生以来，深得世界时尚人士青睐。2002年，马克华菲愈显其潮流前瞻性，为年轻时尚族群带来FairwhaleJeans（马克华菲FJ男装），成为马克华菲时尚家族重要一员。大胆“越界型走”。
水云间,梅花三弄之水云间,《水云间》是琼瑶名著《梅花三弄》系列之三，根据琼瑶《六个梦》系列中第四个梦《生命的鞭》改编，由马景涛、陈德容、陈红、罗刚等主演的电视剧。影片以男主人公梅若鸿（马景涛饰）所住之地水云间为背景，讲述了梅若鸿和杜芊芊（陈德容饰）相遇、相爱，经历种种悲欢离合最后幸福的走到了一起，两人终于执手偕老的故事。
逸阳,逸阳,逸阳服饰有限公司创建于2001年，是一家集研发、设计、生产、营销为一体的现代化高档女裤专业企业。公司技术力量雄厚，拥有一整套的国内一流专业女裤生产流水线与现代化办公设备，并有一批出色的设计师、高质量的生产团队及经验丰富的市场营销人员。逸阳工厂设在全国最大的女裤服装基地——郑州纺织工业园区，Esey有隶属自己的企业的服装厂，洗水厂，依靠多年郑州裤装技术经验的沉淀，形成完整的品牌生产链条，esey的所有产品均为独立自主设计生产。逸阳专注裤装十多年，用独特设计终结了单调的裤装，从而成为中国高级时尚裤装的领先者，引领着裤装走势向世界的前列。从“每一款裤装都有一处独创设计”到“专注女裤15年”，以及在裤装研发和生产上的持续改善，逸阳女裤王国已经牢牢建立了在时尚裤装的领先地位。Esey是一群天生自信﹑乐观智慧﹑梦想坚定﹑精致成熟﹑简洁明朗﹑优雅自信的女性代表，是一种时尚都市风尚的象征。2011年11月11日，在河南登封禅宗少林·音乐大典举行的“2012中国女裤流行时尚发布会暨逸阳十周年庆典”，首创中国乃至世界服装禅宗圣地走秀之先河，共享逸阳十周年庆典的璀璨盛事，以此纪念逸阳作为中国女裤领先品牌走过的十年，并以此为契机走向崭新的十年乃至百年，为打造全球裤业NO.1而勇敢攀登。
S.DEER,s.deer,S·DEER品牌建立至今二十年，坚持以品质修炼自身，将高雅的艺术态度贯穿于设计上，更渗透在企业管理中。在如今高速发展的商业节奏、变化万千的时尚潮流里，始终执着于自己最本初的信念。坚持不仅要做产品的供应商，更要做文化的传播者。创始Origin
娅丽达,娅丽达,娅丽达品牌是以裤装为核心主打产品、以上装为优势产品的系列化整装品牌，本着“源自1995，专做女裤”的专业和专注，娅丽达锁定成熟优雅女性顾客群，塑造了品牌简约、修身、舒适、时尚的独特风格，以前沿设计与高端工艺结合，提供专业化女裤，360度打造女性完美身材。2011年，娅丽达品牌荣获“中国驰名商标”，2012年推出系列化整装，传承对女裤产业的专注与执着，突破单品女裤的经营瓶颈，娅丽达将致力于为有成熟优雅而不失时尚元素的个人穿着理念，追求时尚、知性的个人魅力的都市女性提供更完美的产品。
爱特爱,爱特爱,爱特爱服饰（深圳）有限公司创建于1998年，是爱特爱控股（香港）有限公司的全资控股企业，并在法国、意大利和中国同步注册女装品牌——EITIE，其欧式、时尚、优雅的风格，编织着都市女性的美丽梦想，屡获“中国十佳女装品牌奖”。
EITIE,eitie,爱特爱 是融合法国浪漫色彩与精致文化的时尚品牌，为热爱生活、追求自我的都市女性量身定做。
